county_fips,county_name,state,stroke_mortality_rate,uninsured_rate,burden_index,population,state_norm,county_norm,hospitals_reporting,mean_stroke_score,mean_performance_weight,burden_scaled,supply_score,care_gap_index_raw,care_gap_index,SCAI,data_status,national_rank,category
53053,Pierce County,WA,94.0,54192.0,50940.48,924106.0,WA,PIERCE,5.0,14.78,0.0,10.838432801900169,0.0,10.838432801900169,0.7955661645320925,0.2044338354679075,VALID,2442.0,Lowest Access
32031,Washoe County,NV,103.3,47539.0,49107.787,491770.0,NV,WASHOE,4.0,13.525,-0.1111111111111111,10.80179325907441,0.0,10.80179325907441,0.7928767369101408,0.2071232630898591,VALID,2441.0,Lowest Access
39061,Hamilton County,OH,101.7,47650.0,48460.05,827878.0,OH,HAMILTON,6.0,12.533333333333331,0.0,10.788515661490305,0.0,10.788515661490305,0.7919021303800956,0.2080978696199044,VALID,2440.0,Lowest Access
35001,Bernalillo County,NM,83.2,57229.0,47614.528,674357.0,NM,BERNALILLO,3.0,14.733333333333334,-0.375,10.770914205509223,0.0,10.770914205509223,0.7906101425917327,0.2093898574082673,VALID,2439.0,Lowest Access
06085,Santa Clara County,CA,62.8,75322.0,47302.21599999999,1903297.0,CA,SANTA CLARA,6.0,11.466666666666669,0.0,10.764333563712045,0.0,10.764333563712045,0.7901271081853355,0.2098728918146645,VALID,2438.0,Lowest Access
48027,Bell County,TX,89.0,51199.0,45567.11,379811.0,TX,BELL,3.0,12.166666666666666,-0.1428571428571428,10.726963408743453,0.0,10.726963408743453,0.787384051933594,0.212615948066406,VALID,2437.0,Lowest Access
48491,Williamson County,TX,73.0,60678.0,44294.94,643889.0,TX,WILLIAMSON,4.0,12.825,-0.1111111111111111,10.698648303977777,0.0,10.698648303977777,0.7853056574176631,0.2146943425823368,VALID,2436.0,Lowest Access
20173,Sedgwick County,KS,74.6,56522.0,42165.41199999999,524810.0,KS,SEDGWICK,3.0,10.8,-0.3,10.649379258937673,0.0,10.649379258937673,0.7816891949724799,0.2183108050275201,VALID,2435.0,Lowest Access
48303,Lubbock County,TX,99.1,42535.0,42152.185,314633.0,TX,LUBBOCK,2.0,16.15,-0.5,10.649065524039049,0.0,10.649065524039049,0.781666166101559,0.2183338338984409,VALID,2434.0,Lowest Access
10003,New Castle County,DE,131.0,32007.0,41929.17,573030.0,DE,NEW CASTLE,2.0,12.1,-0.4285714285714285,10.643760894532932,0.0,10.643760894532932,0.7812767939637622,0.2187232060362378,VALID,2433.0,Lowest Access
08031,Denver County,CO,67.2,62025.0,41680.8,713734.0,CO,DENVER,2.0,12.25,-0.4285714285714285,10.637819861675174,0.0,10.637819861675174,0.7808407083404628,0.2191592916595371,VALID,2432.0,Lowest Access
45045,Greenville County,SC,77.3,53711.0,41518.603,537575.0,SC,GREENVILLE,4.0,12.275,0.0,10.633920956137024,0.0,10.633920956137024,0.7805545196099007,0.2194454803900992,VALID,2431.0,Lowest Access
17043,DuPage County,IL,85.6,48447.0,41470.632,927263.0,IL,DUPAGE,0.0,,-1.0,10.632764906215789,0.0,10.632764906215789,0.7804696628581306,0.2195303371418694,VALID,2430.0,Lowest Access
22033,East Baton Rouge Parish,LA,105.0,39159.0,41116.95,452821.0,LA,EAST BATON ROUGE,0.0,,-1.0,10.624200044800688,0.0,10.624200044800688,0.7798409821189223,0.2201590178810777,VALID,2429.0,Lowest Access
08001,Adams County,CO,71.0,57909.0,41115.39,524408.0,CO,ADAMS,2.0,13.35,-0.2,10.624162104446324,0.0,10.624162104446324,0.7798381972087094,0.2201618027912906,VALID,2428.0,Lowest Access
08041,El Paso County,CO,81.0,49508.0,40101.48,736008.0,CO,EL PASO,2.0,16.95,-0.75,10.599193456768846,0.0,10.599193456768846,0.7780054404227982,0.2219945595772018,VALID,2427.0,Lowest Access
48167,Galveston County,TX,82.2,48253.0,39663.966,354721.0,TX,GALVESTON,1.0,16.4,0.0,10.588223608556865,0.0,10.588223608556865,0.7772002280616552,0.2227997719383447,VALID,2426.0,Lowest Access
